folder_name_url,document_name,document_download_link,document_date,doc_submitter,folder_name,featured_information_type_url,featured_information_type,f1_url,company_name,company_name_url,commodity,year_url,year
https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/259908,A0H1I4 - Letter,/REGDOCS/File/Download/259909,2003-02-06,Ian Leadley,03-02-06 Maritimes and Northeast Pipeline - Disposition of Deferral Account Balances for 2002 (A05168),https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/254604,Gas Transportation Tariffs,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadFeatured/92842,Maritimes & Northeast Pipelines Ltd,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/92842,gas,,
https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/259908,A0H1I5 - Other,/REGDOCS/File/Download/259912,2003-02-06,Ian Leadley,03-02-06 Maritimes and Northeast Pipeline - Disposition of Deferral Account Balances for 2002 (A05168),https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/254604,Gas Transportation Tariffs,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadFeatured/92842,Maritimes & Northeast Pipelines Ltd,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/92842,gas,,
https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/285047,A0I6H3 - Letter,/REGDOCS/File/Download/285048,2003-06-26,Maritimes & Northeast Pipeline,03-06-26 Maritimes & Northeast Pipeline - M&NP 2004-2006 Tolls Settlement (A06461),https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/254604,Gas Transportation Tariffs,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadFeatured/92842,Maritimes & Northeast Pipelines Ltd,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/92842,gas,,
https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/285047,A0I6H4 - Other,/REGDOCS/File/Download/285051,2003-06-26,Maritimes & Northeast Pipeline,03-06-26 Maritimes & Northeast Pipeline - M&NP 2004-2006 Tolls Settlement (A06461),https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/254604,Gas Transportation Tariffs,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadFeatured/92842,Maritimes & Northeast Pipelines Ltd,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/92842,gas,,
https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/285047,A0I6H5 - Other,/REGDOCS/File/Download/285054,2003-06-26,Maritimes & Northeast Pipeline,03-06-26 Maritimes & Northeast Pipeline - M&NP 2004-2006 Tolls Settlement (A06461),https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/254604,Gas Transportation Tariffs,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadFeatured/92842,Maritimes & Northeast Pipelines Ltd,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/92842,gas,,
https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/311240,A0J7U7 - Letter,/REGDOCS/File/Download/311241,2004-02-10,Maritimes & Northeast Pipeline,04-02-10 Maritimes & Northeast Pipeline - Disposition of Deferral Account Balances for 2003 (A07325) Alias,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/254604,Gas Transportation Tariffs,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadFeatured/92842,Maritimes & Northeast Pipelines Ltd,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/92842,gas,,
https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/311240,A0J7U8 - Other,/REGDOCS/File/Download/311244,2004-02-10,Maritimes & Northeast Pipeline,04-02-10 Maritimes & Northeast Pipeline - Disposition of Deferral Account Balances for 2003 (A07325) Alias,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/254604,Gas Transportation Tariffs,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadFeatured/92842,Maritimes & Northeast Pipelines Ltd,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/92842,gas,,
https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/311240,A0J7U9 - Other,/REGDOCS/File/Download/311247,2004-02-10,Maritimes & Northeast Pipeline,04-02-10 Maritimes & Northeast Pipeline - Disposition of Deferral Account Balances for 2003 (A07325) Alias,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/254604,Gas Transportation Tariffs,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadFeatured/92842,Maritimes & Northeast Pipelines Ltd,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/92842,gas,,
https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/336361,A0L1R3 - Letter,/REGDOCS/File/Download/336251,2004-09-20,Maritimes & Northeast Pipeline,04-09-20 Maritimes & Northeast Pipeline - Change in Fuel Retainage Percentage (A08378),https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/254604,Gas Transportation Tariffs,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadFeatured/92842,Maritimes & Northeast Pipelines Ltd,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/92842,gas,,
https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/336361,A0L1R4 - Other,/REGDOCS/File/Download/336254,2004-09-20,Maritimes & Northeast Pipeline,04-09-20 Maritimes & Northeast Pipeline - Change in Fuel Retainage Percentage (A08378),https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/254604,Gas Transportation Tariffs,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadFeatured/92842,Maritimes & Northeast Pipelines Ltd,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/92842,gas,,
https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/382626,A0S0Q7 - Other,/REGDOCS/File/Download/382627,2005-10-11,Maritimes & Northeast Pipeline,05-10-11 Maritimes & Northeast Pipeline - Fuel Retainage Percentage Effective 1 November 2005 (A10592),https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/254604,Gas Transportation Tariffs,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadFeatured/92842,Maritimes & Northeast Pipelines Ltd,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/92842,gas,,
https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/382626,A0S0Q8 - Other,/REGDOCS/File/Download/382630,2005-10-11,Maritimes & Northeast Pipeline,05-10-11 Maritimes & Northeast Pipeline - Fuel Retainage Percentage Effective 1 November 2005 (A10592),https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/254604,Gas Transportation Tariffs,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadFeatured/92842,Maritimes & Northeast Pipelines Ltd,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/92842,gas,,
https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/336536,A0L2A5 - Order,/REGDOCS/File/Download/336537,2004-09-29,NEB,04-09-29 NEB - Order TG-04-2004 (A08410),https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/254604,Gas Transportation Tariffs,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadFeatured/92842,Maritimes & Northeast Pipelines Ltd,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/92842,gas,,
https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/336536,A0L2A6 - Ordonnance,/REGDOCS/File/Download/336794,2004-09-29,NEB,04-09-29 NEB - Order TG-04-2004 (A08410),https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/254604,Gas Transportation Tariffs,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadFeatured/92842,Maritimes & Northeast Pipelines Ltd,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/92842,gas,,
https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/336387,A0L1T6 - Letter,/REGDOCS/File/Download/336388,2004-09-22,Maritimes & Northeast Pipeline,04-09-22 Maritimes & Northeast Pipeline - Fuel Retainage Percentage (A08383),https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/254604,Gas Transportation Tariffs,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadFeatured/92842,Maritimes & Northeast Pipelines Ltd,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/92842,gas,,
https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/336387,A0L1T7 - Other,/REGDOCS/File/Download/336391,2004-09-22,Maritimes & Northeast Pipeline,04-09-22 Maritimes & Northeast Pipeline - Fuel Retainage Percentage (A08383),https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/254604,Gas Transportation Tariffs,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadFeatured/92842,Maritimes & Northeast Pipelines Ltd,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/92842,gas,,
https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/400043,A0T5Q2 - Letter,/REGDOCS/File/Download/400044,2006-03-07,Maritimes & Northeast Pipeline,"06-03-07 Maritimes & Northeast Pipeline - Fuel Retainage Percentage Effective April 1, 2006 (A11596)",https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/254604,Gas Transportation Tariffs,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadFeatured/92842,Maritimes & Northeast Pipelines Ltd,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/92842,gas,,
https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/400043,A0T5Q3 - Other,/REGDOCS/File/Download/399902,2006-03-07,Maritimes & Northeast Pipeline,"06-03-07 Maritimes & Northeast Pipeline - Fuel Retainage Percentage Effective April 1, 2006 (A11596)",https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/254604,Gas Transportation Tariffs,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadFeatured/92842,Maritimes & Northeast Pipelines Ltd,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/92842,gas,,
https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/400043,A0T5Q4 - Letter,/REGDOCS/File/Download/400047,2006-03-07,Maritimes & Northeast Pipeline,"06-03-07 Maritimes & Northeast Pipeline - Fuel Retainage Percentage Effective April 1, 2006 (A11596)",https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/254604,Gas Transportation Tariffs,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadFeatured/92842,Maritimes & Northeast Pipelines Ltd,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/92842,gas,,
https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/439303,A0W6U6 - Letter,/REGDOCS/File/Download/439304,2006-10-31,Maritimes & Northeast Pipeline,"06-10-31 Maritimes & Northeast Pipeline - Fuel Retainage Percentage Effective November 1, 2006 (A13891)",https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/254604,Gas Transportation Tariffs,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadFeatured/92842,Maritimes & Northeast Pipelines Ltd,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/92842,gas,,
https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/439303,A0W6U7 - Other,/REGDOCS/File/Download/439040,2006-10-31,Maritimes & Northeast Pipeline,"06-10-31 Maritimes & Northeast Pipeline - Fuel Retainage Percentage Effective November 1, 2006 (A13891)",https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/254604,Gas Transportation Tariffs,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadFeatured/92842,Maritimes & Northeast Pipelines Ltd,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/92842,gas,,
https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/550666,A1J1G6 - Letter-NEB-FRP-EFF 1-Apr-09,/REGDOCS/File/Download/550667,2009-03-06,Maritimes & Northeast Pipeline,"09-03-06 Maritimes & Northeast Pipeline - Fuel Retainage Percentage Effective April 1, 2009 (A21314)",https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/254604,Gas Transportation Tariffs,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadFeatured/92842,Maritimes & Northeast Pipelines Ltd,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/92842,gas,,
https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/643058,A1V3E8 - Letter - NEB - Fuel Retainage eff Nov 1,/REGDOCS/File/Download/643059,2010-10-18,Maritimes & Northeast Pipeline,"10-10-18 Maritimes & Northeast Pipeline - Fuel Retainage Percentage Effective November 1, 2010 (A26814)",https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/254604,Gas Transportation Tariffs,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadFeatured/92842,Maritimes & Northeast Pipelines Ltd,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/92842,gas,,
https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3542436,A91148-1 Letter - A6D1G7,/REGDOCS/File/Download/3537922,2018-04-10,Maritimes & Northeast Pipeline,A91148 Maritimes & Northeast Pipeline - Address Change,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/575705,Tolls & Tariffs - General Terms and Conditions,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadFeatured/92842,Maritimes & Northeast Pipelines Ltd,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/92842,gas,,
https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/575432,A1L9L6 - MNP TTWG Rev. Procedures to NEB,/REGDOCS/File/Download/575433,2009-10-19,Maritimes & Northeast Pipeline,09-10-19 Maritimes & Northeast Pipeline - Tolls and Tariff Working Group Revised Procedures (A23203),https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/575705,Tolls & Tariffs - General Terms and Conditions,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadFeatured/92842,Maritimes & Northeast Pipelines Ltd,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/92842,gas,,
https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/4255773,C20263-1 MNP Tariff Revision Filing with Attachments - July 27-2022 - A8F5D5,/REGDOCS/File/Download/4254896,2022-07-27,Maritimes - Northeast Pipeline Management Ltd.,C20263 Maritimes - Northeast Pipeline Management Ltd. - Amendments to M-NP Gas Transportation Tariff,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/575705,Tolls & Tariffs - General Terms and Conditions,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadFeatured/92842,Maritimes & Northeast Pipelines Ltd,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/92842,gas,,
https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3558183,"A91869-1 M-NP - Fuel Retainage Percentage Eff June 1, 2018 - A6E3L4",/REGDOCS/File/Download/3558100,2018-05-09,Maritimes - Northeast Pipeline Management Ltd.,"A91869 Maritimes - Northeast Pipeline Management Ltd. - Fuel Retainage Percentage Effective June 1, 2018",https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/575705,Tolls & Tariffs - General Terms and Conditions,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadFeatured/92842,Maritimes & Northeast Pipelines Ltd,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/92842,gas,,
https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/4255667,C20286-1 MNP Tariff Revision Filing Clarification  - July 27-2022 - A8F5J1,/REGDOCS/File/Download/4255358,2022-07-27,Maritimes - Northeast Pipeline Management Ltd.,C20286 Maritimes - Northeast Pipeline Management Ltd. - MNP Tariff Amendment Filing Clarification,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/575705,Tolls & Tariffs - General Terms and Conditions,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadFeatured/92842,Maritimes & Northeast Pipelines Ltd,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/92842,gas,,
https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3922798,C05990-1 Foothills 2019 Abandonment Funding Reporting - A7F2A8,/REGDOCS/File/Download/3923129,2020-04-29,Foothills Pipe Lines Ltd.,C05990 Foothills Pipe Lines Ltd. - Foothills 2019 Abandonment Funding Reporting,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3773160,Audited Financial Statements,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadFeatured/92840,Foothills Pipe Lines Ltd,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/92840,gas,,
https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/267889,A0H6T0 - Letter,/REGDOCS/File/Download/267890,2003-03-11,Foothills Pipe Lines Ltd.,"03-03-11 Foothills Pipe Lines Ltd. - NEB Order TG-6-81, As Amended (A05628)",https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/304889,Operating and Maintenance Expenses,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadFeatured/92840,Foothills Pipe Lines Ltd,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/92840,gas,,
https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/267889,A0H6T1 - Compliance after a Board Order,/REGDOCS/File/Download/267893,2003-03-11,Foothills Pipe Lines Ltd.,"03-03-11 Foothills Pipe Lines Ltd. - NEB Order TG-6-81, As Amended (A05628)",https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/304889,Operating and Maintenance Expenses,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadFeatured/92840,Foothills Pipe Lines Ltd,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/92840,gas,,
https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/267889,A0H6T2 - Compliance after a Board Order,/REGDOCS/File/Download/267970,2003-03-11,Foothills Pipe Lines Ltd.,"03-03-11 Foothills Pipe Lines Ltd. - NEB Order TG-6-81, As Amended (A05628)",https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/304889,Operating and Maintenance Expenses,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadFeatured/92840,Foothills Pipe Lines Ltd,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/92840,gas,,
https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/304860,A0J4R0 - Letter,/REGDOCS/File/Download/304861,2003-12-01,Steve Jakymiw,03-12-01 Steve Jakymiw - NATIONAL ENERGY BOARD ORDER TG-6-81 (A07097),https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/304889,Operating and Maintenance Expenses,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadFeatured/92840,Foothills Pipe Lines Ltd,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/92840,gas,,
https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/304860,A0J4R1 - Other,/REGDOCS/File/Download/304864,2003-12-01,Steve Jakymiw,03-12-01 Steve Jakymiw - NATIONAL ENERGY BOARD ORDER TG-6-81 (A07097),https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/304889,Operating and Maintenance Expenses,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadFeatured/92840,Foothills Pipe Lines Ltd,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/92840,gas,,
https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/305379,A0J5C6 - Revised Pages to the 2004 Operating and Maintenance Budgets,/REGDOCS/File/Download/40940,2003-12-09,Foothills Pipe Lines Ltd.,03-12-08 Foothills Pipe Lines Ltd. - Revised Pages to the 2004 Operating and Maintenance Budgets (A07129),https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/304889,Operating and Maintenance Expenses,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadFeatured/92840,Foothills Pipe Lines Ltd,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/92840,gas,,
https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/306547,A0J5J8 - NEB letter to Foothills dated 18 December 2003 with Interim Toll Order TGI-08-2003,/REGDOCS/File/Download/306548,2003-12-18,NEB,03-12-18 NEB - NEB letter to Foothills dated 18 December 2003 with Interim Toll Order TGI-08-2003 (A07158),https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/304889,Operating and Maintenance Expenses,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadFeatured/92840,Foothills Pipe Lines Ltd,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/92840,gas,,
https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/306547,A0J5J9 - NEB letter to Foothills dated 18 December 2003 with Interim Toll Order TGI-08-2003,/REGDOCS/File/Download/306551,2003-12-18,NEB,03-12-18 NEB - NEB letter to Foothills dated 18 December 2003 with Interim Toll Order TGI-08-2003 (A07158),https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/304889,Operating and Maintenance Expenses,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadFeatured/92840,Foothills Pipe Lines Ltd,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/92840,gas,,
